lat_suburb,long_suburb,suburb,region,state
-27.66757,152.92488,Springfield Lakes,Ipswich,Queensland
-35.16687,147.33058,Springvale,Wagga Wagga,New South Wales
-27.61183,153.12899,Springwood,Logan,Queensland
-41.32028,148.23889,St Helens,Break O'Day,Tasmania
-28.65425,151.93388,Stanthorpe,Southern Downs,Queensland
-37.05632,142.78088,Stawell,Northern Grampians,Victoria
-30.86667,121.76667,Stoneville,Kalgoorlie/Boulder,Western Australia
-35.25979,138.89247,Strathalbyn,Alexandrina,South Australia
-27.30414,152.98977,Strathpine,Moreton Bay,Queensland
-31.86828,116.04066,Stratton,Swan,Western Australia
-32.79554,134.20928,Streaky Bay,Streaky Bay,South Australia
-12.44306,130.845,Stuart Park,Darwin,Northern Territory
-32.14281,115.84999,Success,City of Cockburn,Western Australia
-41.46747,147.12796,Summerhill,Launceston,Tasmania
-37.57742,144.72607,Sunbury,Hume,Victoria
-27.58333,153.05,Sunnybank,Brisbane,Queensland
-27.61025,153.05388,Sunnybank Hills,Brisbane,Queensland
-37.79117,144.81637,Sunshine West,Brimbank,Victoria
-35.33781,143.5544,Swan Hill,Swan Hill,Victoria
-31.88333,116.05,Swan View,Mundaring,Western Australia
-35.25226,139.45546,Tailem Bend,Murray Bridge,South Australia
-28.15,153.43333,Tallebudgera,Gold Coast,Queensland
-28.1927,153.35489,Tallebudgera Valley,Gold Coast,Queensland
-27.96954,153.19937,Tamborine Mountain,Scenic Rim,Queensland
-31.09048,150.92905,Tamworth,Tamworth Municipality,New South Wales
-34.52336,138.95982,Tanunda,Barossa,South Australia
-31.71947,115.79559,Tapping,Wanneroo,Western Australia
-31.91099,152.45387,Taree,Greater Taree,New South Wales
-27.49061,152.97861,Taringa,Brisbane,Queensland
-37.86667,144.66667,Tarneit,Wyndham,Victoria
-25.63925,149.7998,Taroom,Banana,Queensland
-42.9452,147.3484,Taroona,Kingborough,Tasmania
-33.79279,151.03858,Telopea,Parramatta,New South Wales
-19.6497,134.19147,Tennant Creek,Barkly,Northern Territory
-26.39104,153.03432,Tewantin,Sunshine Coast,Queensland
-24.9,152.35,Thabeban,Bundaberg,Queensland
-27.63333,152.63333,Thagoona,Ipswich,Queensland
-37.85,145.31667,The Basin,Knox,Victoria
-28.16048,138.6754,The Sill,nil,South Australia
-31.75492,116.00238,The Vines,Swan,Western Australia
-37.68333,145.01667,Thomastown,Whittlesea,Victoria
-10.57937,142.21686,Thursday Island,Torres,Queensland
-23.03829,148.34463,Tieri,Central Highlands,Queensland
-25.91646,153.00584,Tin Can Bay,Gympie Regional Council,Queensland
-26.40443,152.98256,Tinbeerwah,Sunshine Coast,Queensland
-27.59278,152.76798,Tivoli,Ipswich,Queensland
-17.23333,145.48333,Tolga,Tablelands,Queensland
-22.6939,117.7931,Tom Price,Ashburton,Western Australia
-31.54977,116.46743,Toodyay,Toodyay,Western Australia
-23.93333,151.28333,Toolooa,Gladstone,Queensland
-38.21475,145.38325,Tooradin,Casey,Victoria
-38.3777,144.85015,Tootgarook,Mornington Peninsula,Victoria
-27.56056,151.95386,Toowoomba,Toowoomba,Queensland
-27.63584,151.9392,Top Camp,Toowoomba,Queensland
-33.01357,151.59373,Toronto,Lake Macquarie Shire,New South Wales
-25.28496,152.87886,Torquay,Fraser Coast,Queensland
-19.26639,146.80569,Townsville,Townsville,Queensland
-38.19528,146.5415,Traralgon,Latrobe,Victoria
-16.78876,145.69682,Trinity Beach,Cairns,Queensland
-37.81667,144.75,Truganina,Wyndham,Victoria
-34.37506,136.10333,Tumby Bay,Tumby Bay,South Australia
-35.30016,148.22505,Tumut,Tumut Shire,New South Wales
-28.18736,153.52278,Tweed Heads West,Tweed,New South Wales
-26.61,153,Twin Waters,Sunshine Coast,Queensland
-31.49985,115.58737,Two Rocks,Wanneroo,Western Australia
-34.59327,138.51367,Two Wells,Mallala,South Australia
-38.25,145.18333,Tyabb,Mornington Peninsula,Victoria
-35.35906,150.47247,Ulladulla,Shoalhaven Shire,New South Wales
-41.16026,146.18242,Ulverstone,Central Coast,Tasmania
-33.52314,151.31325,Umina,Gosford Shire,New South Wales
-27.9,153.3,Upper Coomera,Gold Coast,Queensland
-27.56128,153.08453,Upper Mount Gravatt,Brisbane,Queensland
-35.01667,138.68333,Upper Sturt,Adelaide Hills,South Australia
-25.29214,152.90535,Urangan,Fraser Coast,Queensland
-25.3,152.81667,Urraween,Fraser Coast,Queensland
-28.0894,153.4122,Varsity Lakes,Gold Coast,Queensland
-33.66667,115.25,Vasse,Busselton,Western Australia
-37.85747,145.1827,Vermont South,Whitehorse,Victoria
-35.55042,138.62154,Victor Harbor,Victor Harbor,South Australia
-27.58329,153.31172,Victoria Point,Redland,Queensland
-12.51895,131.02844,Virginia,Litchfield,Northern Territory
-34.6663,138.56027,Virginia,Playford,South Australia
-27.58333,152.93333,Wacol,Brisbane,Queensland
-35.12577,147.35375,Wagga Wagga,Wagga Wagga,New South Wales
-28.71883,114.63924,Waggrakine,Geraldton-Greenough,Western Australia
-33.30894,117.34328,Wagin,Wagin,Western Australia
-34.18178,139.98552,Waikerie,Loxton Waikerie,South Australia
-21.16097,149.05814,Walkerston,Mackay,Queensland
-33.93881,137.63365,Wallaroo,Copper Coast,South Australia
-38.17577,144.30387,Wandana Heights,Greater Geelong,Victoria
-36.35846,146.32056,Wangaratta,Wangaratta,Victoria
-31.75,115.8,Wanneroo,Wanneroo,Western Australia
-37.88333,145.21667,Wantirna South,Knox,Victoria
-32.84323,115.92201,Waroona,Waroona,Western Australia
-38.15912,145.93118,Warragul,Baw Baw,Victoria
-42.85546,147.38297,Warrane,Clarence,Tasmania
-38.38176,142.48799,Warrnambool,Warrnambool,Victoria
-28.21901,152.03438,Warwick,Southern Downs,Queensland
-27.69056,153.13319,Waterford West,Logan,Queensland
-38.01478,145.1305,Waterways,Kingston,Victoria
-37.69981,145.08468,Watsonia North,Banyule,Victoria
-34.92516,138.67501,Wattle Park,Burnside,South Australia
-27.39385,153.04698,Wavell Heights,Brisbane,Queensland
-12.62346,141.87883,Weipa,Cook,Queensland
-32.26667,115.83333,Wellard,Kwinana,Western Australia
-32.55588,148.94508,Wellington,Wellington,New South Wales
-27.48333,153.25,Wellington Point,Redland,Queensland
-37.9,144.66667,Werribee,Wyndham,Victoria
-37.9475,144.71667,Werribee South,Wyndham,Victoria
-33.7465,150.73929,Werrington County,Penrith Municipality,New South Wales
-33.74206,150.72779,Werrington Downs,Penrith Municipality,New South Wales
-36.07979,146.89227,West Albury,Albury Municipality,New South Wales
-41.45092,147.13114,West Launceston,Launceston,Tasmania
-42.84996,147.28181,West Moonah,Glenorchy,Tasmania
-23.37996,150.48102,West Rockhampton,Rockhampton,Queensland
-33.80543,151.07386,West Ryde,Ryde,New South Wales
-33.92373,147.20473,West Wyalong,Bland,New South Wales
-27.61667,151.86667,Westbrook,Toowoomba,Queensland
-41.52914,146.83914,Westbury,Meander Valley,Tasmania
-26.8,150.15,Westcourt,Western Downs,Queensland
-36.72875,144.30525,White Hills,Greater Bendigo,Victoria
-37.51152,145.11836,Whittlesea,Whittlesea,Victoria
-33.03268,137.56483,Whyalla,Whyalla,South Australia
-34.58333,138.75,Willaston,Light,South Australia
-37.8619,144.74371,Williams Landing,Wyndham,Victoria
-34.6721,138.89108,Williamstown,Barossa,South Australia
-27.53227,151.92444,Wilsonton Heights,Toowoomba,Queensland
-32.99277,151.68167,Windale,Lake Macquarie Shire,New South Wales
-27.73333,153.2,Windaroo,Logan,Queensland
-36.12179,146.88809,Wodonga,Wodonga,Victoria
-26.3177,151.87242,Wondai,South Burnett,Queensland
-30.89294,116.71925,Wongan Hills,Wongan-Ballidu,Western Australia
-31.88695,115.99196,Woodbridge,Swan,Western Australia
-26.95291,152.77747,Woodford,Moreton Bay,Queensland
-27.63333,153.1,Woodridge,Logan,Queensland
-34.95433,138.87901,Woodside,Adelaide Hills,South Australia
-31.78928,115.79676,Woodvale,Joondalup,Western Australia
-34.872,138.54309,Woodville North,Charles Sturt,South Australia
-30.11058,153.20067,Woolgoolga,Coffs Harbour,New South Wales
-26.66054,152.96947,Woombye,Sunshine Coast,Queensland
-37.78062,145.53819,Woori Yallock,Yarra Ranges,Victoria
-27.06931,153.20427,Woorim,Moreton Bay,Queensland
-31.8038,116.31311,Wooroloo,Mundaring,Western Australia
-16.95,145.75,Woree,Cairns,Queensland
-34.03562,151.02734,Woronora Heights,Sutherland Shire,New South Wales
-37.80619,140.84803,Worrolong,Grant,South Australia
-31.76163,116.3799,Wundowie,Northam,Western Australia
-37.8415,144.54101,Wyndham Vale,Wyndham,Victoria
-27.44527,153.15813,Wynnum,Brisbane,Queensland
-27.45824,153.15319,Wynnum West,Brisbane,Queensland
-40.9897,145.72617,Wynyard,Waratah/Wynyard,Tasmania
-33.64592,115.03514,Yallingup,Busselton,Western Australia
-27.66027,152.73863,Yamanto,Ipswich,Queensland
-31.54678,115.63171,Yanchep,Wanneroo,Western Australia
-26.56165,152.95595,Yandina,Sunshine Coast,Queensland
-32.12065,115.81623,Yangebup,City of Cockburn,Western Australia
-37.65794,145.37416,Yarra Glen,Yarra Ranges,Victoria
-37.78192,145.6143,Yarra Junction,Yarra Ranges,Victoria
-26.84167,151.98138,Yarraman,Toowoomba,Queensland
-36.01923,145.99973,Yarrawonga,Moira,Victoria
-34.84036,148.90987,Yass,Yass Valley,New South Wales
-27.71667,153.21667,Yatala,Gold Coast,Queensland
-23.12683,150.74406,Yeppoon,Rockhampton,Queensland
-31.88809,116.7678,York,York,Western Australia
-16.80278,145.72083,Yorkeys Knob,Cairns,Queensland
-34.3135,148.30107,Young,Young,New South Wales
-27.35591,153.04453,Zillmere,Brisbane,Queensland
